URI,Label,Comment,Superclasses,EquivalentClasses
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_meter,Flow meter,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_controller""]",
https://saref.etsi.org/saref4bldg/FlowMeter,Flow meter,A flow meter is a device that is used to measure the flow rate in a system.,"[""https://saref.etsi.org/saref4bldg/FlowController"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/readOutType"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/remoteReading"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#boolean""}]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_moving_device,Flow moving device,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_device""]",
https://saref.etsi.org/saref4bldg/FlowMovingDevice,Flow moving device,"The distribution flow element FlowMovingDevice defines the occurrence of an apparatus used to distribute, circulate or perform conveyance of fluids, including liquids and gases (such as a pump or fan), and typically participates in a flow distribution system.","[""https://saref.etsi.org/saref4bldg/DistributionFlowDevice""]",
https://saref.etsi.org/saref4bldg/FlowStorageDevice,Flow storage device,The distribution flow element FlowStorageDevice defines the occurrence of a device that participates in a distribution system and is used for temporary storage (such as a tank).,"[""https://saref.etsi.org/saref4bldg/DistributionFlowDevice""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_storage_device,Flow storage device,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_device""]",
https://saref.etsi.org/saref4bldg/FlowTerminal,Flow terminal,"The distribution flow element FlowTerminal defines the occurrence of a permanently attached element that acts as a terminus or beginning of a distribution system (such as an air outlet, drain, water closet, or sink). A terminal is typically a point at which a system interfaces with an external environment.","[""https://saref.etsi.org/saref4bldg/DistributionFlowDevice""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_terminal,Flow terminal,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_device""]",
https://saref.etsi.org/saref4bldg/FlowTreatmentDevice,Flow treatment device,"The distribution flow element FlowTreatmentDevice defines the occurrence of a device typically used to remove unwanted matter from a fluid, either liquid or gas, and typically participates in a flow distribution system.","[""https://saref.etsi.org/saref4bldg/DistributionFlowDevice""]",
https://w3id.org/sbeo#Footpath,Footpath,A path for pedestrians in a built-up area; a pavement.,"[""https://w3id.org/sbeo#HorizontalPassage"", ""https://w3id.org/sbeo#Thoroughfare""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Frequency,Frequency,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Channel""]",
https://w3id.org/saref#Function,Function,"The functionality necessary to accomplish the task for which a Device is designed. A device can be designed to perform more than one function. Functions can be structured in categories (subclasses) that reflect different points of view, for example, considering the specific application area for which a function can be used (e.g., light, temperature, motion, heat, power, etc.), or the capability that a function can support (e.g., receive, reply, notify, etc.), and so forth. ","[{""onProperty"": ""https://w3id.org/saref#hasCommand"", ""http://www.w3.org/2002/07/owl#minQualifiedCardinality"": ""1"", ""onClass"": ""https://w3id.org/saref#Command""}]",
https://w3id.org/saref#Gas,Gas,A type of commodity,"[""https://w3id.org/saref#Commodity""]",
https://w3id.org/respond#GasConsumption,Gas Consumption,The amount of gas consumed.,"[""https://w3id.org/saref#Property""]",
https://w3id.org/respond#Gateway,Gateway,A gateway is a piece of networking hardware used in telecommunications for telecommunications networks that allows data to flow from one discrete network to another.,"[""https://w3id.org/saref#Device""]",
https://w3id.org/saref#Generator,Generator,A type of energy-related device that generates energy,"[""https://w3id.org/saref#EnergyRelated""]",
http://www.w3.org/2003/01/geo/wgs84_pos#Point,GeographicalCoordinatesPoint,"A point, typically described using a coordinate system relative to Earth, such as WGS84, includes the latitude, altitude and longitude of a place. Uniquely identified by lat/long/alt. i.e.

spaciallyIntersects(P1, P2) :- lat(P1, LAT), long(P1, LONG), alt(P1, ALT),
  lat(P2, LAT), long(P2, LONG), alt(P2, ALT).

sameThing(P1, P2) :- type(P1, Point), type(P2, Point), spaciallyIntersects(P1, P2).","[{""intersectionOf"": [{""onProperty"": ""http://www.w3.org/2003/01/geo/wgs84_pos#alt"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""http://www.w3.org/2003/01/geo/wgs84_pos#lat"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""http://www.w3.org/2003/01/geo/wgs84_pos#long"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#string""}]}]",
https://w3id.org/saref#GetCommand,Get command,A type of command,"[""https://w3id.org/saref#Command""]",
https://w3id.org/saref#GetCurrentMeterValueCommand,Get current meter value command,A type of get command,"[""https://w3id.org/saref#GetCommand""]",
https://w3id.org/saref#GetMeterDataCommand,Get meter data command,A type of get command,"[""https://w3id.org/saref#GetCommand""]",
https://w3id.org/saref#GetMeterHistoryCommand,Get meter history command,A type of get command,"[""https://w3id.org/saref#GetCommand""]",
https://w3id.org/saref#GetSensingDataCommand,Get sensing data command,A type of get command,"[""https://w3id.org/saref#GetCommand""]",
http://energy.linkeddata.es/em-kpi/ontology#GlobalHorizontalSolarIrradiance,GlobalHorizontalSolar,The intensity of global solar radiation in horizontal level,"[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#SolarIrradiance""]",
http://energy.linkeddata.es/em-kpi/ontology#GlobalInclined41SolarIrradiance,GlobalInclined41Solar,"The intensity of global solar radiation in angel of 41 degree, the best angel in Madrid","[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#SolarIrradiance""]",
https://w3id.org/sbeo#GraphBasedRoute,Graph-Based Route,A graph-based route is a graphical way of representing a route in terms of nodes (sometimes called vertices) and edges (sometimes called arcs).,"[""https://w3id.org/sbeo#Route""]","[{""http://www.w3.org/2002/07/owl#oneOf"": ""N9950724fee14453d94a1b66c101e482f""}]"
https://w3id.org/seas/Greenhouse,Greenhouse,"A building, room, or zone, usually chiefly of glass, in which the temperature is maintained within a desired range, used for cultivating tender plants or growing plants out of season.","[""https://w3id.org/seas/BuildingSpace""]",
https://w3id.org/saref#EnergyRelated,Grid related,A category that considers devices based on energy consumption information and profiles to optimize energy efficiency.,"[""https://w3id.org/saref#Device""]",
https://w3id.org/sbeo#Group,Group,It represents a collection of two or more people who interact with each other and may have the similar characteristics or objectives.,"[""https://w3id.org/sbeo#SocialUnit"", {""onProperty"": ""https://w3id.org/sbeo#hasMember"", ""http://www.w3.org/2002/07/owl#minCardinality"": ""2""}, {""onProperty"": ""https://w3id.org/sbeo#size"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#nonNegativeInteger""}, {""onProperty"": ""https://w3id.org/sbeo#size"", ""http://www.w3.org/2002/07/owl#cardinality"": ""1""}]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/HP,HP,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Energy_conversion_device""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/HV-DC,HV-DC,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Convertor""]",
http://energy.linkeddata.es/em-kpi/ontology#HVACSystem,HVACSystem,"The Heating, Ventilation and Air Conditioning (HVAC) system that provides building indoor comfort","[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#EnergyConsumerFacility""]",
https://w3id.org/seas/Hall,Hall,A large entrance room of a house or building.,"[""https://w3id.org/seas/Lobby""]",
https://w3id.org/sbeo#HallEntrance,Hall Entrance,A logical point that is used to represent the entrance to a hall.,"[""https://w3id.org/sbeo#Entrance""]",
https://w3id.org/sbeo#HallExit,Hall Exit,A logical point that is used to represent the exit of a Hall.,"[""https://w3id.org/sbeo#Exit""]",
https://w3id.org/sbeo#HallSegment,Hall Segment,A fragment or an atomic element of a hall.,"[""https://w3id.org/sbeo#HorizontalPassage""]",
https://w3id.org/sbeo#HandheldDevice,Handheld Device,A smart device or a computer that is small enough to be used while holding it in the hands.,"[""https://w3id.org/sbeo#Device"", ""https://w3id.org/sbeo#MovableDevice""]",
https://w3id.org/sbeo#HearingImpairedPerson,Hearing Impaired Person,It is a partial or total unability to hear. It is also known as Hearing loss.,"[""https://w3id.org/sbeo#SensoryImpairedPerson""]",
https://w3id.org/respond#HeatConsumption,Heat Consumption,The amount of heat consumed.,"[""https://w3id.org/saref#Property""]",
https://w3id.org/respond#HeatPump,Heat Pump,A heat pump is a device that transfers heat energy from a source of heat to what is called a heat sink.,"[""https://w3id.org/respond#HeatingDevice""]",
https://saref.etsi.org/saref4bldg/HeatExchanger,Heat exchanger,"A heat exchanger is a device used to provide heat transfer between non-mixing media such as plate and shell and tube heat exchangers. HeatExchanger is commonly used on water-side distribution systems to recover energy from a liquid to another liquid (typically water-based), whereas AirToAirHeatRecovery is commonly used on air-side distribution systems to recover energy from a gas to a gas (usually air).","[""https://saref.etsi.org/saref4bldg/EnergyConversionDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/arrangement"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://w3id.org/respond#HeatingDevice,Heating Device,A device that produces heat.,"[""https://w3id.org/saref#Appliance""]",
https://w3id.org/sbeo#HorizontalMovingPavement,Horizontal Moving Pavement,A slow-moving conveyor mechanism that transports people across a horizontal plane over a short to medium distance.,"[""https://w3id.org/sbeo#HorizontalPassage"", ""https://w3id.org/sbeo#MovingPavement""]",
https://w3id.org/sbeo#HorizontalPassage,Horizontal Passage,A type of a passage that connects spatial elements located on the same storey or floor.,"[""https://w3id.org/sbeo#Passage""]",
https://w3id.org/sbeo#HotelBuilding,Hotel Building,"A building that contains rooms, apartments or suites where people stay for a specific time period.","[""https://w3id.org/seas/ResidentialBuilding""]",
https://saref.etsi.org/saref4bldg/Humidifier,Humidifier,A humidifier is a device that adds moisture into the air.,"[""https://saref.etsi.org/saref4bldg/EnergyConversionDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalAirFlowRate"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalMoistureGain"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/waterRequirement"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/weight"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/application"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/internalControl"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Humidifier,Humidifier,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Energy_conversion_device""]",
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Humidity,Humidity,Outdoor humidity,"[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#WeatherPhenomenon""]",
https://w3id.org/saref#Humidity,Humidity,A saref:Property related to some measurements that are characterized by a certain value that is measured in a humidity unit,"[""https://w3id.org/saref#Property""]",
https://w3id.org/respond#IT,IT,"An appliance related to IT (Information Technology) such as computer, printer, etc.","[""https://w3id.org/saref#Appliance""]",
https://w3id.org/respond#Icon,Icon,A small picture or symbol that represents a resource.,[],
https://w3id.org/sbeo#ImageDescription,Image Description,A type of description in which images are given to provide information about any entity.,"[""https://w3id.org/sbeo#Description""]",
https://w3id.org/sbeo#Impact,Impact,"An impact is a long-lasting effect of an event (or activity), that continues to exist after the event (or activity) has taken place.",[],
https://w3id.org/sbeo#ImpairedPerson,Impaired Person,An individual whose natural senses or physical abilities are either diminished or damaged.,"[""http://xmlns.com/foaf/0.1/Person""]",
https://w3id.org/sbeo#Incident,Incident,An event or occurance that can be dangerous for the occupants of the building.,"[""https://w3id.org/sbeo#Event"", {""onProperty"": ""https://w3id.org/sbeo#hasIntensity"", ""someValuesFrom"": ""https://w3id.org/sbeo#Intensity""}]",
https://w3id.org/sbeo#IncidentProtectionDevice,Incident Protection Device,Device that is used to avoid and minimize the effects of potentially danger events for the occupants of the building as well as for the structure of building itself.,"[""https://w3id.org/sbeo#Device""]",
http://identifiers.org/mamo/Independent_variable,Independent_variable,,"[""http://identifiers.org/mamo/Variable""]",
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#IndoorAirQuality,IndoorAirQuality,Indoor air quality describes the quality (or contamination level) of indoor air,"[""http://energy.linkeddata.es/em-kpi/ontology#IndoorComfort""]",
http://energy.linkeddata.es/em-kpi/ontology#IndoorComfort,IndoorComfort,Indoor comfort describes the indoor environment,"[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#EnvironmentalParameter"", {""onProperty"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ProcessOntology.owl#hasInfluenceOn"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#OccupantBehavior""}, {""onProperty"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#hasAssociatedZone"", ""qualifiedCardinality"": ""1"", ""onClass"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#Zone""}]",
http://energy.linkeddata.es/em-kpi/ontology#IndoorHumidity,IndoorHumidity,,"[""http://energy.linkeddata.es/em-kpi/ontology#ThermalComfort""]",
http://energy.linkeddata.es/em-kpi/ontology#IndoorTemperature,IndoorTemperature,,"[""http://energy.linkeddata.es/em-kpi/ontology#ThermalComfort""]",
https://w3id.org/seas/IndustrialBuilding,Industrial Building,"Buildings used for industrial production, e.g. factories, workshops, slaughterhouses, breweries, assembly plants, etc.","[""https://w3id.org/seas/NonResidentialBuilding""]",
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#InputWatts,InputtWatts,,"[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#EquipmentParameter""]",
http://www.w3.org/2006/time#Instant,Instant,An instant is a time instant,"[""http://www.w3.org/2006/time#TemporalEntity"", {""onProperty"": ""http://www.w3.org/2006/time#inXSDDateTime"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#dateTime""}]",
https://w3id.org/seas/InstitutionalBuilding,Institutional Building,Institutions such as hospitals providing medical and surgical treatment and nursing care for ill or injured people.,"[""https://w3id.org/seas/NonResidentialBuilding""]",
https://w3id.org/sbeo#Intensity,Intensity,"The measurable amount of a property, such as force, brightness, or a magnetic field (Oxford Dictionary of English).",[],
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Interceptor,Interceptor,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_terminal_device""]",
https://saref.etsi.org/saref4bldg/Interceptor,Interceptor,"An interceptor is a device designed and installed in order to separate and retain deleterious, hazardous or undesirable matter while permitting normal sewage or liquids to discharge into a collection system by gravity.","[""https://saref.etsi.org/saref4bldg/FlowTreatmentDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/coverLength"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/coverWidth"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/inletConnectionSize"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalBodyDepth"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalBodyLength"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalBodyWidth"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/outletConnectionSize"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/ventilatingPipeSize"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}]",
http://www.w3.org/2006/time#Interval,Interval,The time interval of the observation or evaluation,"[""http://www.w3.org/2006/time#TemporalEntity"", {""onProperty"": ""http://www.w3.org/2006/time#hasBeginning"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://www.w3.org/2006/time#Instant""}, {""onProperty"": ""http://www.w3.org/2006/time#hasEnd"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://www.w3.org/2006/time#Instant""}]",
https://w3id.org/sbeo#Junction,Junction,A logic point that connects more than two corridors.,"[""https://w3id.org/sbeo#NavigationalPoint""]",
http://energy.linkeddata.es/em-kpi/ontology#KPICalculation,KPICalculation,The KPI calculation to calculate specific KPI with mathematical model and datum source,"[{""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#hasCalculationComponent"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#KPICalculationComponent""}, {""onProperty"": ""http://purl.oclc.org/NET/ssnx/ssn#hasInput"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#DatumSource""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#hasAssociatedObject"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://energy.linkeddata.es/em-kpi/ontology#KPIEvaluatedObject""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#hasCalculationModel"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://identifiers.org/mamo/Mathematical_model""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#hasEvaluationTimeStep"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://www.w3.org/2006/time#Interval""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#isCalculationOf"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://energy.linkeddata.es/em-kpi/ontology#KPI""}, {""onProperty"": ""http://purl.oclc.org/NET/ssnx/ssn#hasOutput"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://energy.linkeddata.es/em-kpi/ontology#KPIValue""}]",
http://energy.linkeddata.es/em-kpi/ontology#KPICalculationComponent,KPICalculationComponent,"The component needed for KPI calculation, like mathematical model, datum source, etc.",[],
http://energy.linkeddata.es/em-kpi/ontology#KPIEvaluatedObject,KPIEvaluatedObject,The evaluated object of key performance indicator,[],"[{""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#isAssociatedObjectOf"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#KPICalculation""}]"
http://energy.linkeddata.es/em-kpi/ontology#KPIValue,KPIValue,KPI value is the result of KPI calculation,"[{""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#hasUnit"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://www.wurvoc.org/vocabularies/om-1.8/Unit_of_measure""}, {""onProperty"": ""http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasValue"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#float""}]",
http://energy.linkeddata.es/em-kpi/ontology#KPI,KeyPerformanceIndicator,Key Performance Indicator that measures the progress towards stakeholder's key performance goal,"[{""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#hasCalculation"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#KPICalculation""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#hasKPIDefinition"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""http://purl.org/dc/terms/identifier"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://w3id.org/sbeo#KidsArea,Kids Area,A place where infants or young children can play which is surrounded by a boundary normally. It can be both indoor and outdoor.,"[""https://w3id.org/seas/BuildingSpace""]",
https://w3id.org/seas/Kitchen,Kitchen,Kitchen is a room used mainly for cooking and possibly eating.,"[""https://w3id.org/seas/Room""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Lamp,Lamp,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_terminal""]",
https://w3id.org/respond#Lamp,Lamp,"A device for giving light, especially one that has a covering or is contained within something.","[""https://w3id.org/saref#Appliance""]",
https://saref.etsi.org/saref4bldg/Lamp,Lamp,A lamp is an artificial light source such as a light bulb or tube.,"[""https://saref.etsi.org/saref4bldg/FlowTerminal"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/colorTemperature"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/contributedLuminousFlux"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/lampMaintenanceFactor"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/lightEmitterNominalPower"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/spectrumMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/spectrumMin"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/colorAppearance"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/colorRenderingIndex"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#integer""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/lampBallastType"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/lampCompensationType"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}]","[""https://w3id.org/respond#Lamp""]"
https://w3id.org/respond#Laptop,Laptop,A computer that is portable and suitable for use while travelling.,"[""https://w3id.org/respond#IT""]",
https://w3id.org/seas/Laundry,Laundry,"A room or zone, as in a home or apartment building, reserved for doing the family wash.","[""https://w3id.org/seas/Room""]",
https://w3id.org/saref#LevelControlFunction,Level control function,"An actuating function that allows to do level adjustments of an actuator in a certain range (e.g., 0%-100%), such as dimming a light or set the speed of an electric motor. ","[""https://w3id.org/saref#ActuatingFunction"", {""onProperty"": ""https://w3id.org/saref#hasCommand"", ""allValuesFrom"": ""N7a7b6e3148a54194914ba8db583f85fc""}]",
https://w3id.org/saref#Light,Light,A saref:Property related to some measurements that are characterized by a certain value that is measured in a illuminance unit (lux),"[""https://w3id.org/saref#Property""]",
https://w3id.org/saref#LightSwitch,Light switch,"A device of category saref:Actuator that consists of a switch, accomplishes the task saref:Lighting, performs the saref:OnOffFunction, measures the property saref:Light, and can be found in the state saref:OnOffState. It can offer a switch on service.","[""https://w3id.org/saref#Switch"", {""onProperty"": ""https://w3id.org/saref#consistsOf"", ""someValuesFrom"": ""https://w3id.org/saref#Switch""}, {""onProperty"": ""https://w3id.org/saref#hasFunction"", ""someValuesFrom"": ""https://w3id.org/saref#OnOffFunction""}, {""onProperty"": ""https://w3id.org/saref#hasState"", ""someValuesFrom"": ""https://w3id.org/saref#OnOffState""}, {""onProperty"": ""https://w3id.org/saref#measuresProperty"", ""someValuesFrom"": ""https://w3id.org/saref#Light""}, {""onProperty"": ""https://w3id.org/saref#offers"", ""someValuesFrom"": ""https://w3id.org/saref#SwitchOnService""}, {""onProperty"": ""https://w3id.org/saref#accomplishes"", ""http://www.w3.org/2002/07/owl#hasValue"": ""https://w3id.org/saref#Lighting""}]",
https://w3id.org/saref#LightingDevice,Lighting device,"A device used for illumination, irradiation, signaling, or projection","[""https://w3id.org/saref#Load"", {""onProperty"": ""https://w3id.org/saref#accomplishes"", ""http://www.w3.org/2002/07/owl#hasValue"": ""https://w3id.org/saref#Comfort""}]",
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#LightingSystem,LightingSystem,The lighting system in the building,"[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#EnergyConsumerFacility""]",
https://w3id.org/seas/LivingRoom,Living Room,Living Room is the main room of daytime activity.,"[""https://w3id.org/seas/Room""]",
https://w3id.org/saref#Load,Load,A type of energy-related device that consumes energy,"[""https://w3id.org/saref#EnergyRelated""]",
https://w3id.org/seas/Lobby,Lobby,"An entrance hall, corridor, or vestibule, as in a public building, often serving as an anteroom; foyer.","[""https://w3id.org/seas/BuildingSpace""]",
http://purl.org/dc/terms/Location,Location,A spatial region or named place. It contains the geographical coordinates point or postal address of an object.,"[{""onProperty"": ""http://schema.org/geo"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://www.w3.org/2003/01/geo/wgs84_pos#Point""}, {""onProperty"": ""http://schema.org/address"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://w3id.org/sbeo#LowStaminaPerson,Low Stamina Person,It is the unability to sustain physical or mental activity to a normal level.,"[""https://w3id.org/sbeo#PhysicallyImpairedPerson""]",
https://w3id.org/sbeo#LowVisionPerson,Low Vision Person,A person whose visual acuity is 20/70 or poorer in the better-seeing eye and cannot be corrected or improved with regular eyeglasses.,"[""https://w3id.org/sbeo#VisuallyImpairedPerson""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Maqnitute,Maqnititute,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Channel""]",
http://identifiers.org/mamo/Mathematical_model,Mathematical_model,The mathematical model for KPI calculation. The model is composed of a set of variables and a set of equations that establish relationships between the variables. ,"[""http://energy.linkeddata.es/em-kpi/ontology#KPICalculationComponent"", {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#containsAssumption"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#Assumption""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#containsConstant"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#UniversalConstant""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#containsVariable"", ""someValuesFrom"": ""http://identifiers.org/mamo/Variable""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#isMathematicalModelOf"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://energy.linkeddata.es/em-kpi/ontology#KPI""}, {""onProperty"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#containsEquation"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://energy.linkeddata.es/em-kpi/ontology#Equation""}]",
