URI,Label,Comment,Superclasses,EquivalentClasses
https://saref.etsi.org/saref4bldg/CoolingTower,Cooling tower,A cooling tower is a device which rejects heat to ambient air by circulating a fluid such as water through it to reduce its temperature by partial evaporation.,"[""https://saref.etsi.org/saref4bldg/EnergyConversionDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/ambientDesignDryBulbTemperature"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/ambientDesignWetBulbTemperature"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/basinReserveVolume"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/liftElevationDifference"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalCapacity"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/operationTemperatureMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/operationTemperatureMin"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/waterRequirement"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/capacityControl"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/circuitType"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/controlStrategy"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/flowArrangement"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/numberOfCells"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#integer""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/sprayType"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://w3id.org/seas/Corridor,Corridor,A gallery or passage connecting parts of a building; hallway.,"[""https://w3id.org/sbeo#HorizontalPassage"", ""https://w3id.org/seas/Lobby""]",
https://w3id.org/sbeo#CorridorEntrance,Corridor Entrance,A logical point that is used to represent the entrance to a corridor.,"[""https://w3id.org/sbeo#Entrance""]",
https://w3id.org/sbeo#CorridorExit,Corridor Exit,A logical point that is used to represent the exit of a corridor.,"[""https://w3id.org/sbeo#Exit""]",
https://w3id.org/sbeo#CorridorSegment,Corridor Segment,A fragment or an atomic element of a corridor.,"[""https://w3id.org/seas/Corridor""]",
https://w3id.org/saref#Currency,Currency unit,The unit of measure for price,"[""https://w3id.org/saref#Measurement""]",
https://w3id.org/respond#Current,Current,The movement of electricity in a particular direction.,"[""https://w3id.org/saref#Property""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Current,Current,A property related to measurements measured in Ampere (A).,"[""https://w3id.org/saref#Property""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/DC-DC,DC-DC,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Convertor"", {""onProperty"": ""https://w3id.org/saref#hasFunction"", ""someValuesFrom"": ""https://w3id.org/saref#LevelControlFunction""}, {""onProperty"": ""https://w3id.org/saref#hasState"", ""someValuesFrom"": ""https://w3id.org/saref#OnOffState""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/logical_node"", ""http://www.w3.org/2002/07/owl#hasValue"": ""String""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/primary_current"", ""http://www.w3.org/2002/07/owl#hasValue"": ""String""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/secondary_current"", ""http://www.w3.org/2002/07/owl#hasValue"": ""String""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/secondary_voltage"", ""http://www.w3.org/2002/07/owl#hasValue"": ""String""}, {""onProperty"": ""https://w3id.org/saref#hasDescription"", ""http://www.w3.org/2002/07/owl#hasValue"": ""String""}]",
http://energy.linkeddata.es/em-kpi/ontology#DHWSystem,DHWSystem,The domestic hot water system that provides hot water to the building,"[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#EnergyConsumerFacility""]",
https://saref.etsi.org/saref4bldg/Damper,Damper,A damper typically participates in an HVAC duct distribution system and is used to control or modulate the flow of air.,"[""https://saref.etsi.org/saref4bldg/FlowController"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/airFlowRateMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/bladeThickness"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/closeOffRating"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/faceArea"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/frameDepth"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/frameThickness"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/leakageFullyClosed"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalAirFlowRate"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/openPressureDrop"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/operationTemperatureMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/operationTemperatureMin"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/temperatureRating"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/workingPressureMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/bladeAction"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/bladeEdge"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/bladeShape"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/frameType"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/numberOfBlades"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#integer""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/operation"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/orientation"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Damper,Damper,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_controller""]",
http://energy.linkeddata.es/em-kpi/ontology#DatumSource,DatumSource,Datum source needed for KPI calculation,"[""http://energy.linkeddata.es/em-kpi/ontology#KPICalculationComponent"", {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#isProvidedBy"", ""someValuesFrom"": ""http://purl.oclc.org/NET/ssnx/ssn#Observation""}]",
https://w3id.org/sbeo#DayCare,Day Care,"A place where infants and young children are provided a supervision and care of during the daytime, particularly so that their parents can hold jobs.","[""https://w3id.org/seas/BuildingSpace""]",
https://w3id.org/respond#DayType,Day Type,"Represents the type of weather for a given location (e.g. sunny, cloudy,...).","[""https://w3id.org/saref#Property""]",
http://identifiers.org/mamo/Dependent_variable,Dependent_variable,,"[""http://identifiers.org/mamo/Variable""]",
https://w3id.org/sbeo#Description,Description,"A representation and detail of a person, object, or event. It is used to describe the details of anything.",[],
https://w3id.org/sbeo#DeviationState,Deviation State,"It models the user's deviation state from one's proposed route. For example, NoDeviate, RareDeviate, OftenDeviate, and TooOftenDeviate.",[],"[{""http://www.w3.org/2002/07/owl#oneOf"": ""N8d8b9aa12add4c2fbe8dc543b68c7f1f""}]"
https://saref.etsi.org/core/Device,Device,"A tangible object designed to accomplish a particular task in households, common public buildings or offices. In order to accomplish this task, the device performs one or more functions. For example, a washing machine is designed to wash (task) and to accomplish this task it performs the start and stop function.","[""https://saref.etsi.org/saref4bldg/PhysicalObject""]","[""https://w3id.org/sbeo#Device""]"
https://w3id.org/sbeo#Device,Device,"A thing made or adapted for a particular purpose, especially a piece of mechanical or electronic equipment (Oxford Dictionary of English).","[{""onProperty"": ""https://w3id.org/sbeo#hasAvailabilityStatus"", ""http://www.w3.org/2002/07/owl#cardinality"": ""1""}]",
https://w3id.org/saref#Device,Device,"A tangible object designed to accomplish a particular task in households, common public buildings or offices. In order to accomplish this task, the device performs one or more functions. For example, a washing machine is designed to wash (task) and to accomplish this task it performs a start and stop function. Devices can be structured in categories (subclasses) that reflect the different domain in which a device is used, e.g., smart appliances domain (subclass FunctionRelated) vs. building domain (subclass BuildingRelated) vs. smart grid domain (subclass EnergyRelated). New categories can be defined,if needed, to reflect other differences, for example different points of view, such as the point of view of the device's user vs. the point of view of the device's manufacturer. We propose a list of devices that are relevant for the purpose of SAREF, but this list can be extended.","[""https://w3id.org/bot#Element"", {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/object_properties/controlled_property"", ""someValuesFrom"": ""https://w3id.org/saref#Property""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/object_properties/in_room"", ""someValuesFrom"": ""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Room""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/object_properties/located_at"", ""someValuesFrom"": ""https://w3id.org/saref#BuildingRelated""}, {""onProperty"": ""https://w3id.org/saref#accomplishes"", ""someValuesFrom"": ""https://w3id.org/saref#Task""}, {""onProperty"": ""https://w3id.org/saref#consistsOf"", ""someValuesFrom"": ""https://w3id.org/saref#Device""}, {""onProperty"": ""https://w3id.org/saref#hasCommand"", ""someValuesFrom"": ""https://w3id.org/saref#Command""}, {""onProperty"": ""https://w3id.org/saref#hasFunction"", ""someValuesFrom"": ""https://w3id.org/saref#Function""}, {""onProperty"": ""https://w3id.org/saref#hasState"", ""someValuesFrom"": ""https://w3id.org/saref#State""}, {""onProperty"": ""https://w3id.org/saref#isMeasuredIn"", ""someValuesFrom"": ""https://w3id.org/saref#Measurement""}, {""onProperty"": ""https://w3id.org/saref#isUsedFor"", ""someValuesFrom"": ""https://w3id.org/saref#Commodity""}, {""onProperty"": ""https://w3id.org/saref#offers"", ""someValuesFrom"": ""https://w3id.org/saref#Service""}, {""onProperty"": ""https://w3id.org/saref#consistsOf"", ""allValuesFrom"": ""https://w3id.org/saref#Device""}, {""onProperty"": ""https://w3id.org/saref#controlsProperty"", ""allValuesFrom"": ""https://w3id.org/saref#Property""}, {""onProperty"": ""https://w3id.org/saref#hasProfile"", ""allValuesFrom"": ""https://w3id.org/saref#Profile""}, {""onProperty"": ""https://w3id.org/saref#hasState"", ""allValuesFrom"": ""https://w3id.org/saref#State""}, {""onProperty"": ""https://w3id.org/saref#isUsedFor"", ""allValuesFrom"": ""https://w3id.org/saref#Commodity""}, {""onProperty"": ""https://w3id.org/saref#makesMeasurement"", ""allValuesFrom"": ""https://w3id.org/saref#Measurement""}, {""onProperty"": ""https://w3id.org/saref#measuresProperty"", ""allValuesFrom"": ""https://w3id.org/saref#Property""}, {""onProperty"": ""https://w3id.org/saref#offers"", ""allValuesFrom"": ""https://w3id.org/saref#Service""}, {""onProperty"": ""https://w3id.org/respond#connectsToInternetThrough"", ""qualifiedCardinality"": ""1"", ""onClass"": ""https://w3id.org/respond#Gateway""}, {""onProperty"": ""https://w3id.org/respond#hasIcon"", ""qualifiedCardinality"": ""1"", ""onClass"": ""https://w3id.org/respond#Icon""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/controlled_asset"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#anyURI""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/created_at"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#dateTime""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/description"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/ip_address"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/modified_at"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#dateTime""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/serial_number"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/source"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/supported_protocol"", ""someValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/data_provider"", ""http://www.w3.org/2002/07/owl#hasValue"": ""https://schema.org/provider""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/location"", ""http://www.w3.org/2002/07/owl#hasValue"": ""xsd:geo""}, {""onProperty"": ""https://sargon-n5geh.netlify.app/ontology/1.0/data_properties/owner"", ""http://www.w3.org/2002/07/owl#hasValue"": ""https://schema.org/person""}, {""onProperty"": ""https://w3id.org/saref#hasDescription"", ""http://www.w3.org/2002/07/owl#maxCardinality"": ""1""}, {""onProperty"": ""https://w3id.org/saref#hasManufacturer"", ""http://www.w3.org/2002/07/owl#maxCardinality"": ""1""}, {""onProperty"": ""https://w3id.org/saref#hasModel"", ""http://www.w3.org/2002/07/owl#maxCardinality"": ""1""}]","[""https://w3id.org/sbeo#Device""]"
https://w3id.org/seas/DiningRoom,Dining Room,"A room in which meals are eaten, as in a home or hotel, especially the room in which the major or more formal meals are eaten.","[""https://w3id.org/seas/Room""]",
https://w3id.org/respond#Dishwasher,Dishwasher,A machine for washing dishes.,"[""https://w3id.org/saref#Appliance""]",
https://w3id.org/sbeo#DisplayScreen,Display Screen,A display screen is an output device to represent the information in visual or tactile form.,"[""https://w3id.org/sbeo#Device""]",
https://w3id.org/sbeo#Distance,Distance,"The Distance between two points, nodes or spaces.","[{""onProperty"": ""https://w3id.org/sbeo#destination"", ""http://www.w3.org/2002/07/owl#cardinality"": ""1""}, {""onProperty"": ""https://w3id.org/sbeo#origin"", ""http://www.w3.org/2002/07/owl#cardinality"": ""1""}, {""onProperty"": ""https://w3id.org/sbeo#hasValue"", ""http://www.w3.org/2002/07/owl#cardinality"": ""1""}]",
http://energy.linkeddata.es/em-kpi/ontology#DistributedEnergyResource,DistributedEnergyResources,"Distributed energy resource is the site energy resource in district like CHP (Combined Heat and Power), photovoltaic generation plant, etc.","[""http://energy.linkeddata.es/em-kpi/ontology#EquipmentContainer""]",
https://saref.etsi.org/saref4bldg/DistributionControlDevice,Distribution control device,Represents devices of a building automation control system that are used to impart control over elements of a distribution system. (Definition adapated from http://www.buildingsmart-tech.org/ifc/IFC4/Add1/html/schema/ifcsharedbldgserviceelements/lexical/ifcdistributioncontrolelement.htm),"[""https://saref.etsi.org/saref4bldg/DistributionDevice""]",
https://saref.etsi.org/saref4bldg/DistributionDevice,Distribution device,Generalization of all devices that participate in a distribution system. (Definition adapated from http://www.buildingsmart-tech.org/ifc/IFC4/Add1/html/schema/ifcproductextension/lexical/ifcdistributionelement.htm),"[""https://saref.etsi.org/saref4bldg/BuildingDevice""]",
https://saref.etsi.org/saref4bldg/DistributionFlowDevice,DistributionFlowDevice,"Represents devices of a distribution system that facilitate the distribution of energy or matter, such as air, water or power. (Definition adapated from http://www.buildingsmart-tech.org/ifc/IFC4/Add1/html/schema/ifcsharedbldgserviceelements/lexical/ifcdistributionflowelement.htm)","[""https://saref.etsi.org/saref4bldg/DistributionDevice""]",
http://energy.linkeddata.es/em-kpi/ontology#District,District,District is the platform where contains multi buildings and other physical objects.,"[{""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#experiences"", ""someValuesFrom"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#Weather""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#isAssociatedObjectOf"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#KPICalculation""}, {""onProperty"": ""http://energy.linkeddata.es/em-kpi/ontology#isFeatureOfInterestOf"", ""someValuesFrom"": ""http://purl.oclc.org/NET/ssnx/ssn#Observation""}, {""onProperty"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#contains"", ""someValuesFrom"": ""http://energy.linkeddata.es/em-kpi/ontology#PowerSystemResource""}, {""onProperty"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#contains"", ""someValuesFrom"": ""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#Building""}, {""onProperty"": ""http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation"", ""qualifiedCardinality"": ""1"", ""onClass"": ""http://purl.org/dc/terms/Location""}, {""onProperty"": ""http://purl.org/dc/terms/title"", ""qualifiedCardinality"": ""1"", ""http://www.w3.org/2002/07/owl#onDataRange"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://w3id.org/respond#DomesticColdWaterConsumption,Domestic Cold Water Consumption,The amount of domestic cold water consumed.,"[""https://w3id.org/respond#WaterConsumption""]",
https://w3id.org/respond#DomesticHotWaterConsumption,Domestic Hot Water Consumption,The amount of domestic hot water consumed.,"[""https://w3id.org/respond#WaterConsumption""]",
https://w3id.org/seas/Door,Door,"the large flat piece of wood, glass etc that you move when you go into or out of a building, room, vehicle etc, or when you open a cupboard (Longman Dictionary of Contemporary English Online)","[""https://w3id.org/sbeo#HorizontalPassage""]",
https://w3id.org/saref#DoorSwitch,Door switch,"A device of category saref:Actuator that consists of a switch, accomplishes the task saref:Safety, performs the saref:OpenCloseFunction, is used for controlling a door, and can be found in the state saref:OpenCloseState.","[""https://w3id.org/saref#Switch"", {""onProperty"": ""https://w3id.org/saref#hasFunction"", ""someValuesFrom"": ""https://w3id.org/saref#OpenCloseFunction""}, {""onProperty"": ""https://w3id.org/saref#hasState"", ""someValuesFrom"": ""https://w3id.org/saref#OpenCloseState""}, {""onProperty"": ""https://w3id.org/saref#accomplishes"", ""http://www.w3.org/2002/07/owl#hasValue"": ""https://w3id.org/saref#Safety""}]",
https://w3id.org/sbeo#DownSyndromePerson,Down Syndrome Person,A person with Down's syndrome.,"[""https://w3id.org/sbeo#MentalImpairedPerson""]",
http://energy.linkeddata.es/em-kpi/ontology#Duct,Duct,The duct in HVAC system,"[""http://energy.linkeddata.es/em-kpi/ontology#BuildingEquipment""]",
https://saref.etsi.org/saref4bldg/DuctSilencer,Duct silencer,"A duct silencer is a device that is typically installed inside a duct distribution system for the purpose of reducing the noise levels from air movement, fan noise, etc. in the adjacent space or downstream of the duct silencer device.","[""https://saref.etsi.org/saref4bldg/FlowTreatmentDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/airFlowRateMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/airFlowRateMin"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/hydraulicDiameter"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/length"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/operationTemperatureMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/operationTemperatureMin"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/weight"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/workingPressureMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/workingPressureMin"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/hasExteriorInsulation"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#boolean""}]",
https://w3id.org/respond#Dwelling,Dwelling,Place where a person or group of people live.,"[""https://w3id.org/bot#Space""]",
https://smartdatamodels.org/dataModel.Transportation/EVChargingStation,EV Charging Station,,[],
https://w3id.org/sbeo#Earthquake,Earthquake,"A sudden violent shaking of the ground, typically causing great destruction, as a result of movements within the earth's crust or volcanic action (Oxford Dictionary of English). It may cause a sudden panic among the occupants of the building.","[""https://w3id.org/sbeo#Incident""]",
https://w3id.org/seas/EducationalBuilding,Educational Building,Schools and day care centers.,"[""https://w3id.org/seas/NonResidentialBuilding""]",
https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#Efficiency,Efficiency,,"[""https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#EquipmentParameter""]",
https://saref.etsi.org/saref4bldg/ElectricAppliance,Electric appliance,"An electric appliance is a device intended for consumer usage that is powered by electricity.

Electric appliances may be fixed in place or may be able to be moved from one space to another. Electric appliances require an electrical supply that may be supplied either by an electrical circuit or provided from a local battery source.","[""https://saref.etsi.org/saref4bldg/FlowTerminal""]",
https://saref.etsi.org/saref4bldg/ElectricFlowStorageDevice,Electric flow storage device,An electric flow storage device is a device in which electrical energy is stored and from which energy may be progressively released.,"[""https://saref.etsi.org/saref4bldg/FlowStorageDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalFrequency"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalSupplyVoltage"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/nominalSupplyVoltageMin"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}]",
https://saref.etsi.org/saref4bldg/ElectricGenerator,Electric generator,An electric generator is an engine that is a machine for converting mechanical energy into electrical energy.,"[""https://saref.etsi.org/saref4bldg/EnergyConversionDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/electricGeneratorEfficiency"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/powerOutputMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/startCurrentFactor"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}]",
https://saref.etsi.org/saref4bldg/ElectricMotor,Electric motor,An electric motor is an engine that is a machine for converting electrical energy into mechanical energy.,"[""https://saref.etsi.org/saref4bldg/EnergyConversionDevice"", {""onProperty"": ""https://saref.etsi.org/saref4bldg/electricMotorEfficiency"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/lockedRotorCurrent"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/powerOutputMax"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/startCurrentFactor"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/startingTime"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/teTime"", ""allValuesFrom"": ""https://saref.etsi.org/core/Measurement""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/frameSize"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/hasPartWinding"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#boolean""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/isGuarded"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#boolean""}, {""onProperty"": ""https://saref.etsi.org/saref4bldg/motorEnclosureType"", ""allValuesFrom"": ""http://www.w3.org/2001/XMLSchema#string""}]",
https://saref.etsi.org/saref4bldg/ElectricTimeControl,Electric time control,An electric time control is a device that applies control to the provision or flow of electrical energy over time.,"[""https://saref.etsi.org/saref4bldg/FlowController""]",
http://energy.linkeddata.es/em-kpi/ontology#ElectricVehicle,ElectricVehicle,Electric vehicle that stores energy.,"[""http://energy.linkeddata.es/em-kpi/ontology#StoringUnit""]",
https://w3id.org/saref#Electricity,Electricity,A type of commodity,"[""https://w3id.org/saref#Commodity""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electricity_sensor,Electricity sensor,,"[""https://w3id.org/saref#Sensor"", {""onProperty"": ""https://w3id.org/saref#consistsOf"", ""someValuesFrom"": ""https://w3id.org/saref#Sensor""}, {""onProperty"": ""https://w3id.org/saref#hasFunction"", ""someValuesFrom"": ""https://w3id.org/saref#SensingFunction""}, {""onProperty"": ""https://w3id.org/saref#measuresProperty"", ""someValuesFrom"": ""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Current""}, {""onProperty"": ""https://w3id.org/saref#measuresProperty"", ""someValuesFrom"": ""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Voltage""}, {""onProperty"": ""https://w3id.org/saref#measuresProperty"", ""someValuesFrom"": ""https://w3id.org/saref#Power""}, {""onProperty"": ""https://w3id.org/saref#accomplishes"", ""http://www.w3.org/2002/07/owl#hasValue"": ""https://w3id.org/saref#Comfort""}]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electronic_flow_storage_device,Electronic flow storage device,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_storage_device""]",
https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electronic_time_control,Electronic time control,,"[""https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_controller""]",
https://w3id.org/bot#Element,Element,,[],
https://w3id.org/seas/Elevator,Elevator,Elevator is used to transport people between different floors.,"[""https://w3id.org/sbeo#VerticalPassage"", ""https://w3id.org/seas/Room""]",
https://w3id.org/sbeo#EmergencyActivity,Emergency Activity,An activity that is done with an urgency and highest priority.,"[""https://w3id.org/sbeo#Activity""]",
